"","average","sd","ratio","ava","avb","cumsum","p","comparison"
"cf12592db84b8fe64eff91c601ee388a",0.000108148148148148,0.000217143730998195,0.498048677947083,19.4666666666667,0,0.995612960394322,0.54,"G1_G0"
"4e75934a4bf4dfd06f7ef1ec24c6c72c",0.000107407407407407,0.000271341606902967,0.395838325840743,19.3333333333333,0,0.995733235830047,0.54,"G1_G0"
"7588fbabbc6b11e0a6fca04227ad87c4",0.000107407407407407,0.000327640289297693,0.327821122480506,19.3333333333333,0,0.995853511265771,0.01,"G1_G0"
"7f9ee874b3f3cfa66c521ee9b16a71e0",0.000106666666666667,0.000235975684784521,0.452023973419415,19.2,0,0.995972957215733,0.91,"G1_G0"
"bbde64bb39e1bcd06e22178c3b164a75",0.000105802469135802,0.000308318933677135,0.343159169221169,16.7333333333333,2.93333333333333,0.996091435432303,0.95,"G1_G0"
"1991586b6583c5d8e5e5db978e7249c3",1e-04,0.000269202968214019,0.371466929445217,18,0,0.996203416010391,0.7,"G1_G0"
"4b92a12c127f465eb0ed54ded1e3e329",9.4962962962963e-05,0.000178065491390067,0.533303573991993,17,0.2,0.996309756085287,0.46,"G1_G0"
"13dc453cc5164973a2f36519c8329a69",9.37037037037037e-05,0.000351388888888889,0.266666666666667,16.8666666666667,0,0.996414686034385,0.01,"G1_G0"
"82080588026ce46c2e5cf3ff5e56fc66",9.33333333333333e-05,0.000309464089171543,0.301596652403816,16.8,0,0.996519201240601,0.57,"G1_G0"
"707719bd2799b834ba0e74112fa489a0",8.55555555555556e-05,0.000270671502322118,0.316086306912866,15.4,0,0.996615006846299,0.76,"G1_G0"
"8e9cbcdfe6b4966c401f2bd895f109a4",8.51851851851852e-05,0.000319444444444444,0.266666666666667,15.3333333333333,0,0.996710397709115,0.01,"G1_G0"
"aed55ba99c56a108bd2dd2770cdcadd5",8.37037037037037e-05,0.000206364372916381,0.405611213412407,15.0666666666667,0,0.996804129600404,0.57,"G1_G0"
"29bf965f923ca78447764713e8f2c56a",8.25925925925926e-05,0.000211160055938584,0.39113738735045,14.8666666666667,0,0.996896617263048,0.79,"G1_G0"
"dab2e128ae196cc61b441897b5b0b17c",8.25432098765432e-05,0.000308151278140265,0.267865868915757,14.8,0.0666666666666667,0.99698904962664,0.07,"G1_G0"
"317c006ea69cfd1f8362967a2bc37fc4",8.14814814814815e-05,0.000305555555555556,0.266666666666667,14.6666666666667,0,0.997080293060638,0.01,"G1_G0"
"4c65fe994172a674fb753d63c6f93f9a",8.11111111111111e-05,0.000189765850569401,0.427427331459974,14.6,0,0.997171121751754,0.74,"G1_G0"
"83ed7de6a0f63ad7ef724503e04498c0",7.92592592592593e-05,0.000186499387679794,0.424984018689335,14.2666666666667,0,0.997259876728462,0.73,"G1_G0"
"1f6eef91cea08599638ee46a4c7e7c99",7.66666666666667e-05,0.000179263539702491,0.4276757381557,13.8,0,0.997345728504996,0.46,"G1_G0"
"850dd59997cd860e8fe18e3268e86e70",7.03703703703704e-05,0.000234450862208104,0.300149761479264,12.6666666666667,0,0.99742452965254,0.51,"G1_G0"
