"taxon","OrderName","oat_arrow","wheat_arrow","oat_concordant","wheat_concordant"
"dc37dab042e0f652bba8cacb048bbc87","Campylobacterales","","",FALSE,FALSE
"0fdeaf3282ab2f5a5a768cd83c4355d4","Burkholderiales","","",FALSE,FALSE
"7f8923e6de6b6a07954cfbfc8ffa0e9b","Steroidobacterales","","",FALSE,FALSE
"f36c161e4341ca7c0fd5d7615f736706","Pseudomonadales","","",FALSE,FALSE
"5f92ec0b039c9127715e033a44803b16","Pseudomonadales","","",FALSE,FALSE
"eb6cbd27c7d568fe500ff82ee43b962f","Saccharimonadales","","",FALSE,FALSE
"aed55ba99c56a108bd2dd2770cdcadd5","UBA6257","","",FALSE,FALSE
"8745a29941fca9db8eff9653b35baf42","QHBO01","","",FALSE,FALSE
"514fc8efcc6a30607411c0c1aba9462b","Pyrinomonadales","","",FALSE,FALSE
"8c9a21b986cababce8e7b9a0fe2defea","Unclassified Bacteroidia","","",FALSE,FALSE
"dcfdd81870b4fa980f817c07e08e4925","Flavobacteriales","","",FALSE,FALSE
"2f17938c3dd36d203bc84e2d9478506b","Gemmatimonadales","","",FALSE,FALSE
"958194b71dba50f260d4b31057cc2ca1","Unclassified Negativicutes","","",FALSE,FALSE
"7b4332d9b4fef3874246194bff33039e","Mycoplasmatales","","",FALSE,FALSE
"a0b7d7ad0d2e67087cc5d0a04dab7b41","Rhizobiales_A","","",FALSE,FALSE
"a4252c85e0f176a7da5dc802d28b6fda","Dongiales","","",FALSE,FALSE
"51202c1296df14199a504c3624320f17","Rickettsiales","","",FALSE,FALSE
"9e5949b0b1b6380b202751c036548568","Thermoactinomycetales","","",FALSE,FALSE
"210bc7b4072ff6d3d85b96ca74593645","Unclassified Acidimicrobiia","","",FALSE,FALSE
"8ba690413c85a2d1ca07752c7530803c","Acidithiobacillales","","",FALSE,FALSE
"8f09d0e9a896102f0926d8ddf73e7eb7","Burkholderiales","","",FALSE,FALSE
"c52225a74d118e32d0834853b27159b5","DSM-16500","","",FALSE,FALSE
"dfbeb16dc2a296d2c4e5c21e28455dd2","Paceibacterales","","",FALSE,FALSE
"a6577b0941775769269b8dd91a1d44ec","RBG-16-68-12","","",FALSE,FALSE
"bf9be3c104ea0c19d3f4b41dd1862a89","Unclassified Paceibacteria","","",FALSE,FALSE
"adf021246bf5a52687193edea42671ef","Babeliales","","",FALSE,FALSE
"fec95878e9323087b609f4cd86b3cc8b","Opitutales","","",FALSE,FALSE
"e5d84d0b9dd8040fcdac521fada728a8","Pedosphaerales","","",FALSE,FALSE
"38fe7cdad46ee97cd12b232f8cd2aca7","GIF10","","",FALSE,FALSE
"7496671ed8f70f49b6f48d2368db5626","Cyanobacteriales","","",FALSE,FALSE
"21d86b5d037137872916eda48e650a62","Tepidiformales","","",FALSE,FALSE
"1fec1ed0027d30ef5f80f65c663bafc5","Aggregatilineales","","",FALSE,FALSE
"a4a5ac8564fbf1db869ad667f4315eff","Planctomycetales","","",FALSE,FALSE
"59470531649449e66a30d968901a4763","Gemmatales","","",FALSE,FALSE
"68bcda32be34ff9e7cc262f6fe275be6","WQYP01","","",FALSE,FALSE
"d915961fff71b0b410365e024d4db38d","DSUL01","","",FALSE,FALSE
"4b92a12c127f465eb0ed54ded1e3e329","Vicinamibacterales","","",FALSE,FALSE
"c7913edfda262b47b71f8cb7246a75f3","Treponematales","","",FALSE,FALSE
"a165bf51d50346e911f950396eded741","Selenomonadales","","",FALSE,FALSE
"3fbe30c40b6233edc057fe6d61dc7d7d","Streptomycetales","","",FALSE,FALSE
"8ddf8ae3826f084467066355b1b1c18a","Unclassified Desulfobacterota_C","","",FALSE,FALSE
"426a4453ab2973d926b156da5710819a","Palsa-1104_A","","",FALSE,FALSE
"a2794d9a683656c92fe04e0f5fe1e449","Syntrophobacterales","","",FALSE,FALSE
"8550561c2fdadd7f67c40b816b48c1ef","Oligoflexales","","",FALSE,FALSE
"850dd59997cd860e8fe18e3268e86e70","Rhizobiales_A","","",FALSE,FALSE
"e73096ccb9c6b2d19edd28aba6202d7c","Rhodospirillales","","",FALSE,FALSE
"40d5327bed1fddfb379c33d12322d361","Micavibrionales","","",FALSE,FALSE
"4c65fe994172a674fb753d63c6f93f9a","Thermoactinomycetales","","",FALSE,FALSE
"30be3f21e278e5b6e83bba62d455fa91","Acidulodesulfobacterales","","",FALSE,FALSE
"83ed7de6a0f63ad7ef724503e04498c0","TANB77","","",FALSE,FALSE
"029bdcfeee7f09ec337010a17c9945d9","Acetivibrionales","","",FALSE,FALSE
"b1ada5450306be8190fe085fc59a5954","Gaiellales","","",FALSE,FALSE
"1f6eef91cea08599638ee46a4c7e7c99","Berkiellales","","",FALSE,FALSE
"b1027ab906ae1c9f582c251f422ba320","Diplorickettsiales","","",FALSE,FALSE
"ec7d2fab65ba478da5c32c9a7594642e","Holophagales","","",FALSE,FALSE
"705158eef551ec080dd66226b645c0fe","Bacillales_D","","",FALSE,FALSE
"98efba6e4e3e6a0f52c2727c91619f72","Bacillales_B","","",FALSE,FALSE
"bb4e56f75b6a7bb46a5af5792a0f003c","Bacillales_C","","",FALSE,FALSE
"d8ec63d34841f558e0adca3e1f9c4f62","Thermicanales","","",FALSE,FALSE
"58b0b02468dbe1a3d123dcc7acedd4fb","Burkholderiales","","",FALSE,FALSE
"a8703b4c215413b89a7475cdd6420ff0","Pseudomonadales","","",FALSE,FALSE
"b212c07c7a19c7ac62501eb81de4309f","Unclassified Thermoplasmata","","",FALSE,FALSE
"b0cbcd44ec19c09d0553954e1ea04a70","Hydrogenedentiales","","",FALSE,FALSE
"fdaa0076de7e870bf7067cee4efa1ad0","Thermoanaerobaculales","","",FALSE,FALSE
"9e3c0d7bc15f6411f76c1e933b5e7be0","RBG-13-43-22","","",FALSE,FALSE
"b2f917933d93ce136305d2932a9ed386","Unclassified Desulfobacterota_I","","",FALSE,FALSE
"02c588455cf584b99ce7da25edbe2e5b","Geminicoccales","","",FALSE,FALSE
"4118c752bf241af040596d03c7a366ff","Dehalobacteriales","","",FALSE,FALSE
"d6861de89e8c6f692a58a6a6e2a0e3c1","Unclassified Cyanobacteriia","","",FALSE,FALSE
"5a44d3b6635b35994d21f4c9c87ed91e","Acidiferrobacterales","","",FALSE,FALSE
"41a748491bbb6a2abeeddbe6ba353232","Burkholderiales","","",FALSE,FALSE
"61cafc87e9a8ec02baa9509c03357719","Methylococcales","","",FALSE,FALSE
